,id,challange,option_1,option_2,option_3,option_4,option_5,correct_id,difficulty
236,323,incumbent :: office,politician :: campaign,tenant :: dwelling,jailer :: cell,secretary :: desk,retiree :: service,2,hard
237,324,conundrum :: perplex,theory :: refute,explanation :: suffice,blueprint :: construct,entertainment :: divert,expedition :: discover,4,advanced
238,325,museum :: exhibit,studio :: painter,library :: research,theater :: performance,picture :: frame,orchestra :: conductor,3,medium
239,326,lens :: glass,well :: water,saw :: wood,sweater :: wool,fuel :: fire,ink :: paper,3,medium
240,327,arena :: conflict,mirage :: reality,forum :: discussion,asylum :: pursuit,utopia :: place,amphitheater :: stage,2,medium
241,328,arable :: cultivation,exploited :: protection,healthy :: medication,insular :: discovery,productive :: surplus,navigable :: sailing,5,hard
242,329,refurbish :: worn,revive :: exhausted,reward :: outstanding,resume :: interrupted,replace :: stolen,repaint :: glossy,1,hard
243,33,shove :: nudge,vex :: mutter,calm :: quell,teach :: lecture,push :: fight,stare :: glance,5,hard
244,330,defend :: untenable,escape :: unfettered,judge :: punitive,modify :: invariable,flourish :: vigorous,protect :: dangerous,3,hard
245,331,flap :: wing,speak :: sound,wave :: hand,whisper :: word,stub :: toe,sing :: bird,2,medium
246,332,poison :: toxic,mixture :: soluble,sugar :: sweet,medicine :: prescribed,milk :: bottled,solid :: liquid,2,easy
247,333,deduction :: rational,hunch :: intuitive,ploy :: spontaneous,maxim :: hackneyed,hypothesis :: tested,daydream :: bored,1,medium
248,334,beauty :: aesthete,pleasure :: hedonist,emotion :: demagogue,opinion :: sympathizer,seance :: medium,luxury :: ascetic,1,medium
249,335,flippancy :: jollity,recognition :: achievement,practice :: expertise,camaraderie :: combativeness,insolence :: pride,politeness :: behavior,4,advanced
250,336,incantation :: words,malediction :: harm,oration :: formality,talisman :: object,enchantment :: happiness,divination :: future,3,hard
251,337,camera :: photographer,house :: architect,sink :: plumber,studio :: painter,meat :: butcher,drill :: dentist,5,medium
252,338,format :: newspaper,binding :: book,design :: building,direction :: sign,market :: commodity,catalogue :: library,2,advanced
253,339,decibel :: sound,ingredient :: food,ruler :: length,calories :: menu,degree :: temperature,headphones :: music,4,easy
254,34,barley :: grain,yeast :: bread,pine :: tree,vine :: fruit,knot :: rope,twig :: nest,2,hard
255,340,arid :: dry,glacial :: cold,coastal :: tidal,damp :: muddy,snowbound :: polar,shallow :: deep,1,hard
256,341,fission :: energy,reaction :: response,distortion :: image,nutrient :: growth,evaporation :: liquid,combustion :: heat,5,medium
257,342,lobbyist :: cause,legislator :: voter,clergy :: congregation,advertiser :: product,defendant :: verdict,consumer :: goods,3,medium
258,343,journal :: article,dance :: ballet,magazine :: cover,set :: scenery,anthology :: poem,concert :: orchestra,4,hard
259,344,emissary :: represent,draftee :: enroll,novice :: train,president :: elect,guard :: protect,comedian :: laugh,4,medium
260,345,potentate :: power,broadcaster :: news,virtuoso :: skill,protege :: sponsorship,maverick :: group,colleague :: camaraderie,2,hard
261,346,postscript :: letter,preamble :: document,footnote :: reference,epilogue :: play,signature :: name,index :: page,3,hard
262,347,impious :: reverence,profane :: behavior,paranoid :: persecution,contrite :: offense,superficial :: depth,contemptuous :: scorn,4,hard
263,348,disingenuous :: craftiness,ecstatic :: contentment,idolatrous :: doubt,narcissistic :: appearance,penitent :: wrongdoing,surreptitious :: stealth,5,medium
264,349,exculpate :: blame,extricate :: difficulty,exemplify :: illustration,expedite :: process,divulge :: secret,bewilder :: confusion,1,advanced
265,35,locomotive :: train,horse :: saddle,tractor :: plow,rudder :: rowboat,camel :: desert,gasoline :: automobile,2,hard
266,350,bruise :: skin,muscle :: bone,smudge :: blemish,rash :: allergy,layer :: veneer,stain :: fabric,5,easy
267,351,carpenter :: woodwork,guitarist :: pick,cook :: heat,sculptor :: studio,weaver :: cloth,potter :: shape,4,medium
268,352,walk :: scurry,march :: follow,carouse :: revel,nap :: sleep,impress :: notice,jog :: sprint,5,easy
269,353,regale :: entertain,extol :: praise,educate :: learn,beautify :: refresh,tempt :: repel,hide :: secrete,1,medium
270,354,recycle :: waste,salvage :: rescuer,restate :: emphasis,recall :: product,reclaim :: land,irrigate :: earth,4,advanced
271,355,florid :: prose,detailed :: sketch,melodious :: music,colorful :: cliche,tragic :: play,ornate :: building,5,advanced
272,356,story :: building,crust :: sandwich,shingle :: roof,data :: file,layer :: cake,root :: plant,4,medium
273,357,sprout :: seed,pollinate :: bee,cure :: disease,stimulate :: growth,hatch :: egg,filter :: impurity,4,easy
274,358,doormat :: shoes,placemat :: table,napkin :: mouth,fork :: plate,lace :: boot,curtain :: window,2,hard
275,359,atlas :: maps,manual :: instructions,directory :: pages,almanac :: years,dictionary :: writers,tome :: books,1,advanced
276,36,abridge :: novel,interrupt :: conversation,rehearse :: play,terminate :: ending,punctuate :: sentence,abbreviate :: word,5,hard
277,360,dodo :: bird,horse :: mule,dinosaur :: reptile,venom :: snake,rooster :: hen,dog :: puppy,2,medium
278,361,procrastinate :: action,reverse :: direction,postpone :: event,assign :: choice,endure :: patience,embezzle :: fraud,2,hard
279,362,lummox :: clumsy,boon :: beneficial,egotist :: conceited,rascal :: predictable,maxim :: hackneyed,toady :: important,2,medium
280,363,siren :: warning,shovel :: dirt,alarm :: clock,barrier :: intrusion,signal :: reception,light :: illumination,5,advanced
281,364,preamble :: statute,interlude :: musical,conclusion :: argument,foreword :: novel,epilogue :: address,premiere :: performance,3,easy
282,365,hedonistic :: pleasure,promising :: achievement,vindictive :: vengeance,precocious :: youth,concerned :: empathy,cruel :: mercy,2,medium
283,366,topic :: discourse,title :: play,subject :: digression,guideline :: policy,theme :: essay,footnote :: text,4,hard
284,367,contemporaries :: age,housemates :: residence,faculty :: scholarship,idols :: worship,kin :: reunion,authors :: anthology,1,hard
285,368,querulous :: complain,silent :: talk,humorous :: laugh,dangerous :: risk,deceitful :: cheat,gracious :: accept,4,medium
286,369,seed :: plant,pouch :: kangaroo,root :: soil,drop :: water,bark :: tree,egg :: bird,5,medium
287,37,chief :: hierarchy,office :: rank,platoon :: army,president :: term,lawyer :: court,summit :: mountain,5,advanced
288,370,sandal :: footwear,monarch :: castle,child :: parent,volume :: bookcase,watch :: timepiece,wax :: candle,4,medium
289,371,rent :: property,sue :: lawyer,hire :: employee,pose :: painter,pay :: debtor,purchase :: buyer,2,easy
290,372,virtuoso :: music,bard :: poetry,crescendo :: scale,lyricist :: melody,portrait :: photography,critic :: performance,1,hard
291,38,unfetter :: pinioned,recite :: practiced,sully :: impure,enlighten :: ignorant,revere :: unrecognized,adore :: cordial,3,advanced
292,39,wing :: air,arm :: hand,lung :: breath,flipper :: water,cloud :: sky,engine :: jet,3,medium
293,40,condense :: short,shrink :: wet,measure :: equal,magnify :: invisible,deflate :: flat,increase :: boundless,4,hard
294,41,orator :: speech,protagonist :: story,chronicler :: events,playwright :: stage,comedian :: jokes,vocalist :: voice,4,hard
295,42,jubilation :: joy,exaggeration :: truth,compassion :: sympathy,security :: instability,fortitude :: danger,emotion :: anger,2,easy
296,43,dingy :: building,shabby :: clothes,discolored :: bruise,devastated :: city,vacant :: apartment,chapped :: lips,1,medium
297,44,rangers :: forest,panel :: contest,corps :: army,members :: board,police :: precinct,climbers :: mountain,4,hard
298,45,stimulant :: activity,symptom :: disease,food :: hunger,fertilizer :: growth,diagnosis :: treatment,gravity :: force,3,hard
299,46,paramount :: importance,debatable :: quality,inaccurate :: correction,modulated :: pitch,unheralded :: publicity,precious :: value,5,hard
300,47,raucous :: sound,dim :: light,noisy :: uproar,tanned :: leather,rough :: texture,hard :: granite,4,hard
301,48,tourniquet :: bleeding,relapse :: condition,lotion :: skin,hoist :: elevating,splint :: movement,inflation :: expanding,4,hard
302,49,cloying :: sweetness,shiny :: polish,pale :: hue,raspy :: softness,enchanting :: desire,garish :: brightness,5,advanced
303,50,perfidious :: treachery,philanthropic :: destitution,servile :: submissiveness,truculent :: temperament,bereft :: consolation,resplendent :: drabness,2,advanced
304,51,corroborate :: claim,document :: assertion,disprove :: evidence,sentence :: punishment,promise :: advancement,disseminate :: information,1,hard
305,52,lubricant :: slide,battery :: discharge,glue :: adhere,stain :: cleanse,poison :: ingest,water :: drink,2,medium
306,53,stomp :: walk,devour :: starve,shout :: speak,run :: scamper,prepare :: finish,deliberate :: conclude,2,medium
307,54,index :: topics,agenda :: meeting,diary :: secrets,roster :: names,manual :: equipment,ledger :: numbers,3,advanced
308,55,mendicant :: beg,sycophant :: demean,braggart :: boast,parasite :: contribute,hero :: worship,dissembler :: believe,2,hard
309,56,prudent :: indiscretion,frugal :: wastefulness,proud :: accomplishment,generous :: wealth,disqualified :: competition,disgruntled :: cynicism,1,hard
310,57,viscous :: flow,transparent :: see,stationary :: stop,arid :: rain,stiff :: bend,damp :: soak,4,advanced
311,58,map :: navigate,manuscript :: submit,license :: revoke,writing :: erase,blueprint :: build,receipt :: pay,4,easy
312,59,skull :: head,heart :: organ,finger :: hand,skeleton :: body,elbow :: joint,scalp :: hair,3,advanced
313,60,accomplice :: crime,inmate :: prison,detective :: clue,employer :: work,salesperson :: store,partner :: business,5,advanced
314,61,barricade :: access,heal :: illness,demand :: due,bind :: movement,complete :: task,chat :: conversation,3,medium
315,62,ensemble :: dancer,clique :: outsider,band :: musician,gymnasium :: athlete,museum :: curator,audience :: performer,2,hard
316,63,consider :: contemplate,smile :: greet,write :: compose,complain :: bicker,examine :: scrutinize,ignore :: notice,4,hard
317,64,congeal :: solid,heat :: fire,breathe :: air,immunize :: disease,melt :: liquid,push :: resistance,4,medium
318,65,shear :: wool,reap :: wheat,whittle :: wood,sweep :: broom,prune :: tree,rake :: leaves,1,advanced
319,66,epilogue :: book,sequel :: movie,conclusion :: title,tiff :: quarrel,intermission :: play,finale :: symphony,5,advanced
320,67,glutton :: moderation,thief :: larceny,peer :: nobility,scoundrel :: virtue,gambler :: luck,benefactor :: gift,3,medium
321,68,affectation :: behavior,speech :: topic,tension :: violence,facade :: appearance,buffoonery :: action,pretense :: honesty,3,hard
322,69,exhortation :: urge,division :: unite,agreement :: dissent,eulogy :: praise,travesty :: reproduce,charity :: donate,3,advanced
323,70,cooperation :: collusion,evidence :: proof,achievement :: reward,damage :: compensation,imitation :: forgery,emotion :: ecstasy,4,advanced
324,71,gaze :: observer,hear :: listener,banish :: exile,separate :: joint,operate :: doctor,sprain :: ankle,1,medium
325,72,odometer :: distance,microscope :: size,decibel :: loudness,orchestra :: instrument,computer :: data,scale :: weight,5,medium
326,73,copyright :: book,franchise :: license,lease :: owner,patent :: design,trademark :: registration,brand :: manufacturer,3,medium
327,74,feign :: deceive,flee :: elude,dangle :: drop,send :: receive,contract :: lengthen,publish :: write,1,medium
328,75,ethos :: values,accord :: nations,code :: principles,policy :: officials,debate :: opinions,offense :: criminals,2,medium
329,76,torpid :: sluggish,wrong :: apologetic,refracted :: direct,comic :: funny,sad :: empathetic,merry :: morose,3,advanced
330,77,ruler :: line,stamp :: letter,period :: dot,key :: door,compass :: circle,thermometer :: degree,4,hard
331,78,catnap :: sleep,exhaustion :: slumber,blink :: eye,snack :: meal,swallow :: bite,feast :: banquet,3,hard
332,79,manager :: store,technician :: laboratory,student :: school,administrator :: hospital,spectator :: arena,president :: electorate,3,medium
333,80,wallet :: money,safe :: lock,suitcase :: clothing,camera :: film,setting :: jewel,car :: engine,2,medium
334,81,lubricate :: smoothly,weigh :: heavily,assist :: grudgingly,speak :: softly,muffle :: quietly,absorb :: quickly,4,hard
335,82,bird :: avian,plant :: tropical,meat :: carnivorous,snake :: slippery,dog :: canine,lung :: amphibian,4,medium
336,83,irrational :: logic,unrealistic :: understanding,unethical :: morality,illegible :: erasure,infinite :: expansion,factual :: verification,2,advanced
337,84,constellation :: stars,construction :: houses,honey :: bees,map :: boundaries,train :: passengers,range :: mountains,5,medium
338,85,calculator :: compute,plug :: insert,clamp :: grip,saddle :: straddle,bridge :: suspend,incinerator :: warm,2,advanced
339,86,extravagant :: spend,belligerent :: fight,remarkable :: surprise,charitable :: receive,antagonistic :: agree,persuasive :: believe,1,hard
340,87,architect :: blueprint,instructor :: blackboard,graduate :: diploma,musician :: note,painter :: brush,composer :: score,5,hard
341,88,weave :: fabric,illustrate :: manual,hang :: picture,sew :: thread,bake :: oven,write :: text,5,advanced
342,89,testimony :: witness,leadership :: follower,proof :: theorist,expertise :: authority,contradiction :: investigator,confiscation :: official,3,hard
343,90,criterion :: judgment,height :: statue,depth :: bottom,song :: voice,edge :: sharpness,standard :: selection,5,hard
344,91,abbreviation :: word,outline :: story,plot :: fiction,page :: paper,paragraph :: book,abstract :: report,5,advanced
345,92,avaricious :: greed,proud :: winner,choleric :: anger,artistic :: work,ironic :: wrath,prolific :: author,2,advanced
346,93,animosity :: hatred,carnal :: active,genial :: amiable,insomnia :: sleepy,pacify :: peace,liveliness :: careful,2,hard
347,94,mason :: stone,teacher :: chalk,carpenter :: wood,soldier :: gun,photograph :: camera,book :: word,2,easy
348,95,precarious :: stability,mean :: gauge,huge :: weight,exact :: measure,exotic :: accord,anomalous :: model,5,advanced
349,96,binomial :: name,octagon :: eight,entreat :: gift,normal :: mean,centennial :: year,benediction :: church,4,medium
350,97,amplifier :: ear,computer :: brain,telescope :: eye,book :: library,clock :: time,keyboard :: finger,2,easy
351,98,opaque :: transparent,gaunt :: rotund,wary :: angry,thin :: elongated,proud :: arrogant,libel :: free,1,advanced
352,99,rife :: singular,sharp :: pointed,one :: unit,round :: square,strong :: weak,smell :: good,4,advanced
